step,N,a,z,Phi,dot_Phi,rho_b,rho_c,rho_r,V,H_dimensionless
38.0,-2.810000000000004,0.0602049923923733,15.609918218786767,0.0,0.0,687.3750141115574,3436.875070557786,20.551037002225645,0.69991,37.17302351469216
39.0,-2.805000000000004,0.060506771172580145,15.527075906062727,0.0,0.0,677.1413333904578,3385.706666952288,20.14409920520582,0.69991,36.894859667022956
40.0,-2.8000000000000043,0.06081006262521771,15.44464677109712,0.0,0.0,667.0600123259524,3335.3000616297604,19.745219316437797,0.69991,36.618780260371636
41.0,-2.7950000000000044,0.06111487433258809,15.362628753157285,0.0,0.0,657.1287825782725,3285.643912891361,19.354237778648034,0.69991,36.34476965235521
42.0,-2.7900000000000045,0.061421213914999856,15.2810198017885,0.0,0.0,647.3454095788293,3236.727047894145,18.970998194008683,0.69991,36.0728123183605
43.0,-2.7850000000000046,0.06172908903095852,15.19981787676273,0.0,0.0,637.7076920274258,3188.5384601371275,18.595347261576375,0.69991,35.802892850653514
44.0,-2.7800000000000047,0.06203850737735802,15.119020948027622,0.0,0.0,628.2134613969554,3141.0673069847753,18.227134715969797,0.69991,35.53499595749567
45.0,-2.775000000000005,0.062349476689673125,15.038626995655747,0.0,0.0,618.8605814454739,3094.302907227368,17.86621326726154,0.69991,35.26910646226668
46.0,-2.770000000000005,0.06266200474215285,14.958634009794107,0.0,0.0,609.6469477355364,3048.2347386776805,17.51243854206016,0.69991,35.005209302594174
47.0,-2.765000000000005,0.06297609934801476,14.879039990613894,0.0,0.0,600.5704871606895,3002.852435803446,17.165669025758902,0.69991,34.74328952948993
48.0,-2.760000000000005,0.0632917683596404,14.799842948260478,0.0,0.0,591.6291574790141,2958.145787395069,16.825766005927967,0.69991,34.483332306492706
49.0,-2.7550000000000052,0.06360901966877147,14.72104090280368,0.0,0.0,582.820946853612,2914.104734268058,16.492593516827693,0.69991,34.22532290881757
50.0,-2.7500000000000053,0.06392786120670724,14.642631884188253,0.0,0.0,574.1438733999341,2870.719366999669,16.16601828502044,0.69991,33.96924672251174
51.0,-2.7450000000000054,0.06424830094450275,14.564613932184654,0.0,0.0,565.5959847398485,2827.979923699241,15.845909676059442,0.69991,33.715089243616866
52.0,-2.7400000000000055,0.06457034689316814,14.48698509634002,0.0,0.0,557.1753575623467,2785.876787811732,15.532139642233295,0.69991,33.462836077337656
53.0,-2.7350000000000056,0.06489400710386889,14.409743435929409,0.0,0.0,548.8800971907904,2744.4004859539505,15.22458267134515,0.69991,33.21247293721685
54.0,-2.7300000000000058,0.06521928966812715,14.332887019907284,0.0,0.0,540.7083371566017,2703.5416857830073,14.923115736506173,0.69991,32.96398564431651
55.0,-2.725000000000006,0.06554620271802394,14.256413926859247,0.0,0.0,532.6582387792998,2663.2911938964976,14.62761824692314,0.69991,32.717360126405474
56.0,-2.720000000000006,0.06587475442640257,14.180322244953985,0.0,0.0,524.7279907527897,2623.639953763947,14.337971999660521,0.69991,32.47258241715307
57.0,-2.715000000000006,0.06620495300707283,14.104610071895493,0.0,0.0,516.9158087378108,2584.5790436890525,14.054061132357724,0.69991,32.22963865532894
58.0,-2.710000000000006,0.06653680671501644,14.029275514875495,0.0,0.0,509.21993496045354,2546.0996748022662,13.775772076882605,0.69991,31.988515084008938
59.0,-2.7050000000000063,0.06687032384659339,13.954316690526145,0.0,0.0,501.6386378166522,2508.1931890832593,13.502993513902707,0.69991,31.749198049787097
60.0,-2.7000000000000064,0.06720551273974934,13.879731724872928,0.0,0.0,494.170211482567,2470.8510574128336,13.235616328356038,0.69991,31.511674001993594
61.0,-2.6950000000000065,0.06754238177422407,13.80551875328782,0.0,0.0,486.81297553076666,2434.064877653832,12.973533565803592,0.69991,31.27592949191866
62.0,-2.6900000000000066,0.06788093937176098,13.731675920442669,0.0,0.0,479.5652745521248,2397.8263727606222,12.71664038964615,0.69991,31.0419511720424
63.0,-2.6850000000000067,0.06822119399631767,13.658201380262803,0.0,0.0,472.4254777833461,2362.1273889167287,12.46483403918824,0.69991,30.809725795270467
64.0,-2.680000000000007,0.06856315415427745,13.585093295880888,0.0,0.0,465.39197874003776,2326.959893700187,12.218013788532488,0.69991,30.57924021417557
65.0,-2.675000000000007,0.06890682839466208,13.512349839591016,0.0,0.0,458.4631948552436,2292.3159742762164,11.976080906287919,0.69991,30.350481380244737
66.0,-2.670000000000007,0.0692522253093455,13.439969192802984,0.0,0.0,451.6375671233599,2258.1878356167977,11.738938616076082,0.69991,30.123436343132312
67.0,-2.665000000000007,0.06959935353326853,13.367949545996852,0.0,0.0,444.9135597493523,2224.56779874676,11.506492057819212,0.69991,29.89809224991862
68.0,-2.6600000000000072,0.06994822174465486,13.296289098677704,0.0,0.0,438.289659803196,2191.4482990159786,11.278648249794928,0.69991,29.674436344374314
69.0,-2.6550000000000074,0.07029883866522794,13.224986059330622,0.0,0.0,431.7643768794595,2158.8218843972963,11.055316051442311,0.69991,29.452455966230264
70.0,-2.6500000000000075,0.07065121306042906,13.154038645375909,0.0,0.0,425.3362427619576,2126.6812138097866,10.836406126904459,0.69991,29.23213855045304
71.0,-2.6450000000000076,0.07100535373963644,13.083445083124518,0.0,0.0,419.003811093396,2095.019055466979,10.621830909292955,0.69991,29.013471626525885
72.0,-2.6400000000000077,0.07136126955638551,13.01320360773372,0.0,0.0,412.7656570499355,2063.8282852496764,10.411504565659948,0.69991,28.79644281773515
73.0,-2.635000000000008,0.07171896940859022,12.943312463162972,0.0,0.0,406.6203770206001,2033.1018851029992,10.205342962663824,0.69991,28.5810398404622
74.0,-2.630000000000008,0.07207846223876553,12.873769902130014,0.0,0.0,400.5665882914587,2002.8329414572922,10.00326363291475,0.69991,28.367250503480626
75.0,-2.625000000000008,0.07243975703425089,12.804574186067205,0.0,0.0,394.60292873450885,1973.014643672543,9.80518574198662,0.69991,28.15506270725887
76.0,-2.620000000000008,0.072802862827435,12.735723585078036,0.0,0.0,388.728056501192,1943.6402825059586,9.6110300560822,0.69991,27.944464443268142
77.0,-2.615000000000008,0.07316778869598163,12.667216377893896,0.0,0.0,382.9406497204719,1914.7032486023584,9.420718910338564,0.69991,27.735443793295545
78.0,-2.6100000000000083,0.07353454376305647,12.59905085183104,0.0,0.0,377.23940620140837,1886.1970310070406,9.234176177760107,0.69991,27.52798892876248
79.0,-2.6050000000000084,0.07390313719755533,12.531225302747762,0.0,0.0,371.6230431401583,1858.1152157007903,9.051327238766728,0.69991,27.32208811004822
80.0,-2.6000000000000085,0.07427357821433325,12.463738035001803,0.0,0.0,366.0902968313398,1830.4514841566977,8.87209895134501,0.69991,27.1177296858186
81.0,-2.5950000000000086,0.07464587607443494,12.39658736140796,0.0,0.0,360.639922383693,1803.1996119184637,8.696419621790437,0.69991,26.91490209235983
82.0,-2.5900000000000087,0.07502004008532631,12.329771603195889,0.0,0.0,355.27069343997425,1776.35346719987,8.524218976028955,0.69991,26.713593852917363
83.0,-2.585000000000009,0.0753960796011271,12.263289089968161,0.0,0.0,349.9814019010207,1749.9070095051022,8.355428131506407,0.69991,26.513793577039788
84.0,-2.580000000000009,0.0757740040228448,12.197138159658476,0.0,0.0,344.77085765392275,1723.8542882696122,8.189979569634593,0.69991,26.315489959927717
85.0,-2.575000000000009,0.07615382279860965,12.131317158490134,0.0,0.0,339.6378883042436,1698.1894415212164,8.027807108782932,0.69991,26.118671781787597
86.0,-2.570000000000009,0.0765355454239108,12.065824440934676,0.0,0.0,334.58133891222565,1672.9066945611269,7.868845877804932,0.69991,25.923327907190448
87.0,-2.5650000000000093,0.07691918144183378,12.000658369670758,0.0,0.0,329.6000717329243,1648.0003586646199,7.713032290088863,0.69991,25.729447284435484
88.0,-2.5600000000000094,0.07730474044329902,11.935817315543197,0.0,0.0,324.6929659602102,1623.4648298010493,7.560304018122266,0.69991,25.53701894491852
89.0,-2.5550000000000095,0.07769223206730164,11.871299657522266,0.0,0.0,319.85891747458345,1599.2945873729154,7.410599968560114,0.69991,25.346032002505236
90.0,-2.5500000000000096,0.0780816660011524,11.807103782663155,0.0,0.0,315.09683859474194,1575.4841929737079,7.263860257786666,0.69991,25.156475652909176
91.0,-2.5450000000000097,0.07847305198071995,11.743228086065647,0.0,0.0,310.4056578328484,1552.0282891642403,7.120026187961215,0.69991,24.968339173074433
92.0,-2.54000000000001,0.07886639979067417,11.679670970834001,0.0,0.0,305.7843196534413,1528.9215982672047,6.979040223538173,0.69991,24.781611920563094
93.0,-2.53500000000001,0.07926171926473079,11.616430848037025,0.0,0.0,301.2317842359347,1506.1589211796716,6.840845968252087,0.69991,24.596283332947266
94.0,-2.53000000000001,0.07965902028589723,11.553506136668357,0.0,0.0,296.7470272406544,1483.73513620327,6.705388142558378,0.69991,24.412342927205785
95.0,-2.52500000000001,0.08005831278671974,11.490895263606934,0.0,0.0,292.3290395783571,1461.6451978917835,6.572612561520786,0.69991,24.229780299125437
96.0,-2.5200000000000102,0.0804596067495316,11.428596663577672,0.0,0.0,287.9768271831811,1439.8841359159035,6.442466113136676,0.69991,24.04858512270678
97.0,-2.5150000000000103,0.08086291220670283,11.36660877911232,0.0,0.0,283.68941078897734,1418.4470539448846,6.314896737091526,0.69991,23.868747149574435
98.0,-2.5100000000000104,0.08126823924089084,11.30493006051054,0.0,0.0,279.4658257089702,1397.329128544849,6.189853403934109,0.69991,23.690256208391904
99.0,-2.5050000000000106,0.0816755979852926,11.243558965801155,0.0,0.0,275.30512161869916,1376.525608093494,6.067286094664031,0.69991,23.513102204280752
100.0,-2.5000000000000107,0.08208499862389793,11.182493960703603,0.0,0.0,271.2063623421916,1356.0318117109562,5.947145780723464,0.69991,23.337275118244282
101.0,-2.4950000000000108,0.08249645139174411,11.121733518589574,0.0,0.0,267.1686256413193,1335.8431282065949,5.8293844043850696,0.69991,23.162765006595528
102.0,-2.490000000000011,0.08290996657517179,11.061276120444848,0.0,0.0,263.19100300829103,1315.9550150414536,5.713954859528268,0.69991,22.989562000389604
103.0,-2.485000000000011,0.08332555451208207,11.001120254831328,0.0,0.0,259.27259946123445,1296.3629973061707,5.600810972796162,0.69991,22.81765630486036
104.0,-2.480000000000011,0.08374322559219503,10.941264417849235,0.0,0.0,255.41253334282126,1277.0626667141048,5.489907485125574,0.69991,22.64703819886132
105.0,-2.475000000000011,0.08416299025730943,10.881707113099532,0.0,0.0,251.60993612189083,1258.0496806094527,5.381200033642824,0.69991,22.47769803431086
106.0,-2.4700000000000113,0.08458485900156375,10.822446851646495,0.0,0.0,247.86395219802682,1239.3197609901326,5.274645133917985,0.69991,22.309626235641552
107.0,-2.4650000000000114,0.08500884237169858,10.7634821519805,0.0,0.0,244.17373870904362,1220.8686935452165,5.170200162570531,0.69991,22.142813299253785
108.0,-2.4600000000000115,0.08543495096732025,10.704811539980989,0.0,0.0,240.53846534133868,1202.6923267066918,5.067823340219419,0.69991,21.977249792973414
109.0,-2.4550000000000116,0.08586319544116583,10.646433548879605,0.0,0.0,236.95731414306857,1184.7865707153412,4.967473714770776,0.69991,21.812926355513607
110.0,-2.4500000000000117,0.0862935864993695,10.588346719223525,0.0,0.0,233.42947934010627,1167.1473967005297,4.86911114503652,0.69991,21.649833695940735
111.0,-2.445000000000012,0.0867261349017301,10.530549598838988,0.0,0.0,229.95416715473863,1149.7708357736915,4.772696284677345,0.69991,21.48796259314431
112.0,-2.440000000000012,0.08716085146198026,10.47304074279497,0.0,0.0,226.530595627063,1132.6529781353133,4.6781905664636625,0.69991,21.327303895310976
113.0,-2.435000000000012,0.08759774704805658,10.415818713367079,0.0,0.0,223.15799443904305,1115.7899721952135,4.585556186848197,0.69991,21.167848519402444
114.0,-2.430000000000012,0.0880368325823715,10.358882080001594,0.0,0.0,219.83560474118383,1099.1780237059174,4.494756090844062,0.69991,21.009587450637433
115.0,-2.4250000000000123,0.08847811904208622,10.302229419279719,0.0,0.0,216.5626789817875,1082.8133949089358,4.405753957202269,0.69991,20.852511741977477
116.0,-2.4200000000000124,0.08892161745938523,10.245859314881985,0.0,0.0,213.33848073875112,1066.692403693754,4.318514183882748,0.69991,20.696612513616714
117.0,-2.4150000000000125,0.08936733892175208,10.189770357552844,0.0,0.0,210.1622845538684,1050.8114227693404,4.233001873813052,0.69991,20.541880952475456
118.0,-2.4100000000000126,0.08981529457224652,10.133961145065443,0.0,0.0,207.0333757695987,1035.166878847992,4.1491828209290675,0.69991,20.38830831169766
119.0,-2.4050000000000127,0.09026549560978314,10.078430282186565,0.0,0.0,203.95105036826595,1019.7552518413282,4.06702349649213,0.69991,20.235885910152177
120.0,-2.400000000000013,0.09071795328941135,10.023176380641742,0.0,0.0,200.9146148136518,1004.5730740682575,3.9864910356770804,0.69991,20.0846051319378
121.0,-2.395000000000013,0.09117267892259667,9.968198059080562,0.0,0.0,197.923385894947,989.6169294747334,3.9075532244259,0.69991,19.934457425892038
122.0,-2.390000000000013,0.09162968387750366,9.913493943042116,0.0,0.0,194.97669057302605,974.8834528651287,3.8301784865616564,0.69991,19.785434305103646
123.0,-2.385000000000013,0.09208897957927996,9.859062664920659,0.0,0.0,192.07386582901063,960.3693291450517,3.7543358711576102,0.69991,19.637527346428826
124.0,-2.380000000000013,0.09255057751034206,9.804902863931401,0.0,0.0,189.21425851508752,946.0712925754361,3.6799950401564336,0.69991,19.4907281900111
125.0,-2.3750000000000133,0.09301448921066224,9.751013186076499,0.0,0.0,186.39722520754756,931.9861260377364,3.607126256234583,0.69991,19.34502853880482
126.0,-2.3700000000000134,0.09348072627805722,9.697392284111196,0.0,0.0,183.62213206201267,918.1106603100619,3.5357003709069716,0.69991,19.200420158102283
127.0,-2.3650000000000135,0.09394930036847793,9.644038817510154,0.0,0.0,180.8883546708181,904.4417733540892,3.4656888128671883,0.69991,19.05689487506446
128.0,-2.3600000000000136,0.09442022319630106,9.590951452433924,0.0,0.0,178.19527792251816,890.9763896125895,3.397063576558593,0.69991,18.91444457825523
129.0,-2.3550000000000137,0.09489350653462181,9.53812886169562,0.0,0.0,175.5422958634835,877.7114793174162,3.329797210971721,0.69991,18.773061217179183
130.0,-2.350000000000014,0.0953691622155483,9.48556972472772,0.0,0.0,172.928811561559,864.6440578077937,3.2638628086635144,0.69991,18.6327368018229
131.0,-2.345000000000014,0.09584720213049733,9.433272727549062,0.0,0.0,170.3542369717515,851.7711848587562,3.199233994993984,0.69991,18.493463402199726
132.0,-2.340000000000014,0.09632763823049166,9.381236562731992,0.0,0.0,167.81799280391724,839.0899640195848,3.135884917576003,0.69991,18.35523314789798
133.0,-2.335000000000014,0.09681048252645884,9.329459929369678,0.0,0.0,165.31950839241904,826.5975419620939,3.0737902359340077,0.69991,18.218038227632587
134.0,-2.3300000000000143,0.09729574708953138,9.277941533043593,0.0,0.0,162.85822156772426,814.2911078386201,3.012925111367468,0.69991,18.081870888800122
135.0,-2.3250000000000144,0.09778344405134866,9.226680085791147,0.0,0.0,160.4335785299142,802.1678926495698,2.953265197015078,0.69991,17.946723437037182
136.0,-2.3200000000000145,0.0982735856043601,9.175674306073484,0.0,0.0,158.04503372407675,790.2251686203826,2.8947866281156847,0.69991,17.81258823578216
137.0,-2.3150000000000146,0.09876618400213008,9.124922918743454,0.0,0.0,155.6920497175543,778.4602485877706,2.8374660124620674,0.69991,17.679457705840292
138.0,-2.3100000000000147,0.0992612515596442,9.074424655013734,0.0,0.0,153.37409707901918,766.8704853950949,2.781280421043742,0.69991,17.54732432495201
139.0,-2.305000000000015,0.09975880065361716,9.0241782524251,0.0,0.0,151.09065425934915,755.4532712967448,2.7262073788750505,0.69991,17.41618062736459
140.0,-2.300000000000015,0.10025884372280223,8.97418245481487,0.0,0.0,148.84120747427693,744.2060373713837,2.6722248560048687,0.69991,17.286019203406987
141.0,-2.295000000000015,0.1007613932683022,8.924436012285499,0.0,0.0,146.62525058878634,733.1262529439308,2.61931125870433,0.69991,17.156832699067948
142.0,-2.290000000000015,0.10126646185388187,8.874937681173332,0.0,0.0,144.44228500322996,722.211425016149,2.567445420829048,0.69991,17.028613815577277
143.0,-2.2850000000000152,0.10177406210628219,8.825686224017517,0.0,0.0,142.291819541142,711.4590977057092,2.5166065953523744,0.69991,16.901355308990297
144.0,-2.2800000000000153,0.1022842067155359,8.776680409529055,0.0,0.0,140.17337033872155,700.866851693607,2.466774446066314,0.69991,16.77504998977544
145.0,-2.2750000000000155,0.1027969084352848,8.727919012560035,0.0,0.0,138.08646073596123,690.4323036798054,2.4179290394467694,0.69991,16.649690722404962
146.0,-2.2700000000000156,0.10331218008309859,8.679400814072991,0.0,0.0,136.03062116939657,680.1531058469822,2.3700508366798645,0.69991,16.52527042494876
147.0,-2.2650000000000157,0.10383003454079531,8.631124601110436,0.0,0.0,134.00538906645235,670.0269453322611,2.3231206858461597,0.69991,16.401782068671274
148.0,-2.2600000000000158,0.10435048475476337,8.583089166764529,0.0,0.0,132.0103087413618,660.0515437068084,2.2771198142596294,0.69991,16.27921867763141
149.0,-2.255000000000016,0.10487354373628523,8.53529331014691,0.0,0.0,130.04493129263534,650.2246564631762,2.2320298209583354,0.69991,16.15757332828551
150.0,-2.250000000000016,0.10539922456186265,8.487735836358677,0.0,0.0,128.1088145020559,640.5440725102791,2.187832669343798,0.69991,16.036839149093343
151.0,-2.245000000000016,0.10592754037354367,8.440415556460506,0.0,0.0,126.20152273517792,631.0076136758892,2.144510679966116,0.69991,15.91700932012704
152.0,-2.240000000000016,0.1064585043792511,8.393331287442935,0.0,0.0,124.32262684330776,621.6131342165384,2.1020465234519516,0.69991,15.798077072683013
153.0,-2.2350000000000163,0.10699212985311272,8.346481852196785,0.0,0.0,122.47170406694346,612.3585203347169,2.0604232135725487,0.69991,15.68003568889681
154.0,-2.2300000000000164,0.10752843013579319,8.299866079483738,0.0,0.0,120.64833794065206,603.2416897032599,2.0196241004490156,0.69991,15.562878501360869
155.0,-2.2250000000000165,0.1080674186348275,8.253482803907046,0.0,0.0,118.85211819936309,594.2605909968152,1.9796328638921519,0.69991,15.446598892745186
156.0,-2.2200000000000166,0.10860910882495618,8.207330865882403,0.0,0.0,117.08264068605727,585.4132034302861,1.9404335068741545,0.69991,15.33119029542083
157.0,-2.2150000000000167,0.10915351424846222,8.161409111608958,0.0,0.0,115.33950726082941,576.6975363041468,1.9020103491295939,0.69991,15.216646191086323
158.0,-2.210000000000017,0.10970064851550955,8.11571639304046,0.0,0.0,113.62232571130525,568.111628556526,1.864348020883098,0.69991,15.10296011039684
159.0,-2.205000000000017,0.11025052530448336,8.070251567856564,0.0,0.0,111.93070966439207,559.6535483219601,1.8274314567012384,0.69991,14.990125632596207
160.0,-2.200000000000017,0.110803158362332,8.025013499434275,0.0,0.0,110.26427849934309,551.3213924967152,1.7912458894661547,0.69991,14.878136385151699
161.0,-2.195000000000017,0.11135856150491069,7.980001056819525,0.0,0.0,108.62265726211618,543.1132863105806,1.7557768444685116,0.69991,14.766986043391583
162.0,-2.1900000000000173,0.11191674861732694,7.935213114698904,0.0,0.0,107.00547658100763,535.0273829050379,1.7210101336174213,0.69991,14.656668330145418
163.0,-2.1850000000000174,0.11247773365428762,7.890648553371525,0.0,0.0,105.41237258354198,527.0618629177097,1.686931849765019,0.69991,14.547177015387062
164.0,-2.1800000000000175,0.11304153064044789,7.846306258721036,0.0,0.0,103.84298681459914,519.2149340729956,1.6535283611434175,0.69991,14.43850591588038
165.0,-2.1750000000000176,0.11360815367076174,7.802185122187762,0.0,0.0,102.29696615576051,511.4848307788024,1.6207863059118186,0.69991,14.330648894827648
166.0,-2.1700000000000177,0.11417761691083446,7.758284040740989,0.0,0.0,100.77396274585583,503.869813729279,1.5886925868115989,0.69991,14.223599861520599
167.0,-2.165000000000018,0.11474993459727671,7.714601916851397,0.0,0.0,99.27363390269294,496.3681695134645,1.5572343659272307,0.69991,14.117352770994104
168.0,-2.160000000000018,0.11532512103806046,7.671137658463611,0.0,0.0,97.79564204595285,488.9782102297641,1.526399059550946,0.69991,14.01190162368249
169.0,-2.155000000000018,0.11590319061287668,7.627890178968908,0.0,0.0,96.33965462123275,481.69827310616364,1.4961743331490849,0.69991,13.90724046507844
170.0,-2.150000000000018,0.11648415777349484,7.584858397178049,0.0,0.0,94.90534402521989,474.5267201260993,1.4665480964281177,0.69991,13.803363385394485
171.0,-2.1450000000000182,0.11706803704412425,7.542041237294249,0.0,0.0,93.49238753197938,467.4619376598967,1.4375084984983664,0.69991,13.700264519227046
172.0,-2.1400000000000183,0.11765484302177703,7.4994376288862785,0.0,0.0,92.10046722033955,460.5023361016976,1.4090439231334908,0.69991,13.597938045223017
173.0,-2.1350000000000184,0.11824459037663324,7.457046506861712,0.0,0.0,90.72926990235835,453.64634951179164,1.381142984123843,0.69991,13.49637818574887
174.0,-2.1300000000000185,0.11883729385240743,7.414866811440286,0.0,0.0,89.37848705285472,446.8924352642735,1.3537945207218318,0.69991,13.395579206562267
175.0,-2.1250000000000187,0.11943296826671738,7.372897488127421,0.0,0.0,88.04781473998912,440.23907369994555,1.3269875931774755,0.69991,13.295535416486144
176.0,-2.1200000000000188,0.12003162851145448,7.331137487687849,0.0,0.0,86.7369535568776,433.68476778438793,1.3007114783623546,0.69991,13.196241167085269
177.0,-2.115000000000019,0.12063328955315601,7.289585766119382,0.0,0.0,85.44560855422397,427.22804277111976,1.2749556654802185,0.69991,13.097690852345233
178.0,-2.110000000000019,0.12123796643337936,7.248241284626818,0.0,0.0,84.17348917395498,420.8674458697748,1.2497098518625274,0.69991,12.999878908353882
179.0,-2.105000000000019,0.12184567426907804,7.207103009595965,0.0,0.0,82.92030918384351,414.60154591921753,1.2249639388472457,0.69991,12.902799812985142
180.0,-2.100000000000019,0.12245642825297956,7.166169912567806,0.0,0.0,81.68578661310515,408.4289330655257,1.2007080277392448,0.69991,12.806448085585247
181.0,-2.0950000000000193,0.12307024365396536,7.125440970212784,0.0,0.0,80.46964368895354,402.3482184447676,1.1769324158506909,0.69991,12.710818286661326
